电影名称,导演,主演,类型,制片国家/地区,时长,评分,评价人数
勇敢的心,梅尔·吉布森,梅尔·吉布森&&苏菲·玛索&&布莱恩·考克斯&&詹姆斯·科兹莫&&辛·劳洛&&凯瑟琳·麦克马克&&安古斯·麦克菲登,剧情&&动作&&传记&&历史&&战争,美国,177,8.9,440850
天堂电影院,朱塞佩·托纳多雷,安东内拉·阿蒂利&&恩佐·卡拉瓦勒&&艾萨·丹尼埃利&&里奥·故罗塔&&马克·莱昂纳蒂&&普佩拉·玛奇奥&&阿格妮丝·那诺&&莱奥波多·特里耶斯泰&&萨瓦特利·卡西欧&&尼古拉·迪·平托&&罗伯塔·蕾娜&&尼诺·戴罗佐&&雅克·贝汉&&菲利普·努瓦雷&&玛丽娜·朱迪切&&比阿特丽斯·帕姆&&罗斯科·阿巴克尔&&茹涅·阿斯托尔&&伊格纳齐奥·巴尔萨莫&&碧姬·芭铎&&约翰·巴里摩尔&&伊萨·巴尔齐扎&&英格丽·褒曼&&维尔玛·班基&&克拉拉·卡拉马伊&&查理·卓别林&&加里·库珀&&奥利维娅·德哈维兰&&维托里奥·德西卡&&柯克·道格拉斯&&埃罗尔·弗林&&布丽吉特·佛西&&让·迦本&&克拉克·盖博&&葛丽泰·嘉宝&&维托里奥·加斯曼&&马西莫·吉洛蒂&&法利·格兰杰&&加里·格兰特&&乔治亚·黑尔&&劳伦斯·哈维&&海伦·海丝&&路易·茹韦&&安娜·马尼亚尼&&西尔瓦娜·曼加诺&&马塞洛·马斯楚安尼&&阿梅德奥·纳扎里&&苏济·普里姆&&唐娜·里德&&简·拉塞尔&&罗莎琳德·拉塞尔&&伊冯娜·桑松&&玛丽亚·雪儿&&瑙玛·希拉&&西蒙·西涅莱&&阿尔贝托·索尔迪&&詹姆斯·斯图尔特&&朱塞佩·托纳多雷&&托托&&斯宾塞·屈塞&&克莱尔·特雷弗&&鲁道夫·瓦伦蒂诺&&阿莉达·瓦利&&约翰·韦恩,剧情&&爱情,意大利,155,9.2,472223
闪灵,斯坦利·库布里克,杰克·尼科尔森&&谢莉·杜瓦尔&&丹尼·劳埃德&&斯加特曼·克罗索斯&&巴瑞·尼尔森&&菲利普·斯通&&乔·托克尔&&安妮·杰克逊&&托尼·伯顿,剧情&&悬疑&&恐怖,英国,119,8.2,305126
小时代3：刺金时代,郭敬明,杨幂&&柯震东&&郭采洁&&陈学冬&&郭碧婷&&谢依霖&&李贤宰&&锦荣&&任言恺&&王琳&&姜潮&&商侃&&杜天皓,剧情&&喜剧&&爱情,中国大陆,126,4.5,189634
人工智能,史蒂文·斯皮尔伯格,海利·乔·奥斯蒙&&弗兰西丝·奥康纳&&山姆·洛巴兹&&杰克·托马斯&&裘德·洛&&威廉·赫特&&肯·梁&&克拉克·格雷格&&凯文·苏斯曼&&汤姆·加洛普&&尤金·奥斯门特&&艾普尔·格雷斯&&马特·温斯顿&&萨布丽娜·格德维奇&&西奥·格林利,剧情&&科幻&&冒险,美国,146,8.6,310943
杀死比尔,昆汀·塔伦蒂诺,乌玛·瑟曼&&刘玉玲&&薇薇卡·福克斯&&达丽尔·汉纳&&大卫·卡拉丁&&迈克尔·马德森&&朱莉·德赖弗斯&&栗山千明&&千叶真一&&刘家辉&&迈克尔·帕克斯&&迈克尔·鲍文&&国村隼&&大叶健二&&风祭由纪,动作&&惊悚&&犯罪,美国,111,8.2,349997
沉睡魔咒,罗伯特·斯特罗姆伯格,安吉丽娜·朱莉&&艾丽·范宁&&沙尔托·科普雷&&莱丝利·曼维尔&&艾美达·斯丹顿&&朱诺·坦普尔&&萨姆·赖利&&布伦顿·思韦茨&&肯尼思·库兰汉姆&&莎拉·弗林德&&汉娜·纽&&伊莎贝尔·莫洛伊&&迈克尔·希金斯&&艾拉·珀内尔&&杰克逊·比尤斯,奇幻&&冒险,美国,98,7.2,227467
爱丽丝梦游仙境,蒂姆·波顿,米娅·华希科沃斯卡&&约翰尼·德普&&海伦娜·伯翰·卡特&&安妮·海瑟薇&&克里斯平·格洛弗&&马特·卢卡斯&&斯蒂芬·弗雷&&麦克·辛&&艾伦·瑞克曼&&克里斯托弗·李,奇幻&&冒险,美国,108,7.3,320159
电锯惊魂,温子仁,雷·沃纳尔&&加利·艾尔维斯&&丹尼·格洛弗&&肯·梁&&迪娜·迈耶&&迈克·巴特斯&&保罗·古德勒支&&迈克尔·爱默生&&本尼托·马丁内斯&&肖妮·史密斯&&麦肯兹·韦加&&莫妮卡·波特&&耐德·巴拉米&&亚丽姗卓·全&&托宾·贝尔,悬疑&&惊悚&&恐怖,美国,103,8.7,351447
标准之外,奥利维埃·纳卡什,文森特·卡索&&勒达·卡代布&&海伦·文森特&&阿尔班·伊万诺夫&&凯瑟琳·蒙切特&&弗雷德里克·皮耶罗&&苏丽安·卜拉欣&&琳娜·库德里&&阿罗伊斯·索维奇&&海迪·布奇纳法&&Bryan Mialoundama&&Benjamin Lesieur&&Marco Locatelli&&Djibril Yoni&&Ahmed Abdel Laoui&&Darren Muselet&&Diong-Kéba Tacu,剧情&&喜剧,法国,114,8.3,4971
超脱,托尼·凯耶,艾德里安·布洛迪&&马西娅·盖伊·哈登&&詹姆斯·肯恩&&克里斯蒂娜·亨德里克斯&&刘玉玲&&布莱思·丹纳&&蒂姆·布雷克·尼尔森&&威廉·彼德森&&布莱恩·科兰斯顿&&萨米·盖尔&&Louis Zorich&&小伊塞亚·维特洛克&&David Hausen&&约翰·塞纳迭姆博&&西莉亚·奥&&罗南·鲁宾斯坦&&阿尔·卡尔德隆&&布雷南·布朗&&Reagan Leonard&&詹姆斯·霍西&&乔什·帕斯&&瑞内·菲利斯·史密斯&&道格·伊·道格&&Patricia Rae&&萨曼萨·罗根&&拉尔夫·罗德里格斯,剧情,美国,97,8.9,322254
自杀小队,大卫·阿耶,威尔·史密斯&&杰瑞德·莱托&&玛格特·罗比&&乔尔·金纳曼&&维奥拉·戴维斯&&本·阿弗莱克&&杰·科特尼&&卡拉·迪瓦伊&&杰伊·埃尔南德斯&&斯科特·伊斯特伍德&&阿德沃尔·阿吉纽依-艾格拜吉&&埃兹拉·米勒&&科曼&&亚当·比奇&&吉姆·帕拉克&&伊克·巴里霍尔兹&&亚历克斯·梅拉兹&&凯伦·福原&&雷蒙德·奥鲁巴维尔&&大卫·哈伯,动作&&犯罪&&奇幻,美国,123,6.5,204615
华尔街之狼,马丁·斯科塞斯,莱昂纳多·迪卡普里奥&&乔纳·希尔&&玛格特·罗比&&马修·麦康纳&&凯尔·钱德勒&&罗伯·莱纳&&乔·博恩瑟&&让·杜雅尔丹&&克里斯汀·米利欧缇&&卡塔莉娜·凯斯,剧情&&喜剧&&传记&&犯罪,美国,180,7.9,263801
神奇女侠,派蒂·杰金斯,盖尔·加朵&&克里斯·派恩&&康妮·尼尔森&&罗宾·怀特&&丹尼·赫斯顿&&大卫·休里斯&&萨伊德·塔格马奥&&艾文·布莱纳&&尤金·布雷弗·洛克&&露茜·戴维斯&&埃伦娜·安纳亚&&莉莉·阿斯佩尔&&艾米丽·凯里&&丽莎·洛文·孔斯利&&安·奥戈博莫&&杜晨·科洛斯,动作&&奇幻&&冒险,美国,141,7.1,380081
速度与激情5,林诣彬,范·迪塞尔&&保罗·沃克&&乔丹娜·布鲁斯特&&泰瑞斯·吉布森&&卢达克里斯&&马特·斯查尔兹&&姜成镐&&盖尔·加朵&&特戈·卡尔德隆&&唐·奥马尔&&乔昆姆·德·阿尔梅达&&道恩·强森&&埃尔莎·帕塔奇&&迈克尔·厄尔比&&费尔南多·钱&&阿里米·巴尔拉德&&约戈·康斯坦丁&&吉奥夫·米德&&Joseph Melendez&&马克·希克斯&&Corey Michael Eubanks&&小路易斯·达·席尔瓦&&肯特·绍克内克&&莎伦泰&&埃莱娜·卡多纳&&Amanda Salinas&&Benjamin Easterday&&伊娃·门德斯&&杰瑞德·莫泽&&米歇尔·罗德里格兹&&布赖恩·泰斯特&&伊万·J·托雷斯·拉桑塔,动作&&犯罪,美国,130,8.4,290604
加勒比海盗4：惊涛怪浪,罗伯·马歇尔,约翰尼·德普&&佩内洛普·克鲁兹&&杰弗里·拉什&&伊恩·麦柯肖恩&&凯文·麦克纳利&&山姆·克拉弗林&&阿斯特丽德·伯格斯-弗瑞斯贝&&斯蒂芬·格拉汉姆&&凯斯·理查德兹&&理查德·格雷弗斯&&格雷格·埃利斯&&达米恩·奥哈尔&&奥斯卡·贾恩那达&&安东·莱瑟&&罗杰·阿拉姆&&朱迪·丹奇&&克里斯托弗·法里班克&&保罗·巴泽利&&布隆森·韦伯&&理查德·汤姆森&&松崎悠希&&罗比·凯&&斯蒂夫·艾弗茨&&Ian Mercer&&道比·欧帕瑞&&嘉玛·沃德&&塞巴斯蒂安·阿梅斯托&&胡安·卡洛斯·凡希多&&杰拉德·摩纳科&&卢克·罗伯茨&&丹尼尔·英格斯&&艾米莉亚·琼斯&&帕特里克·肯尼迪&&Jody Halse&&克利福德·罗斯&&Sanya Hughes&&达芙妮&&Antoinette Nikprelaj&&德里克·梅耶斯&&金塔雷·贝尼奥拉维特&&贝恩·科拉科&&Elliott Crossley&&Kit Farrell&&尼可拉·芬恩&&鲍比·霍兰德·汉顿&&Harley Jay&&Jeremy King&&特蕾莎·马奥尼&&让·皮埃尔·普拉茨&&Kristen StephensonPino&&哈维·沃尔什,动作&&奇幻&&冒险,美国,136,7.7,291123
萤火虫之墓,高畑勋,辰己努&&白石绫乃&&志乃原良子&&山口朱美&&端田宏三,剧情&&动画&&战争,日本,89,8.7,316982
超凡蜘蛛侠,马克·韦布,安德鲁·加菲尔德&&艾玛·斯通&&瑞斯·伊凡斯&&马丁·辛&&莎莉·菲尔德&&C·托马斯·豪威尔&&丹尼斯·利瑞&&朱丽安妮·尼科尔森&&坎贝尔·斯科特&&安妮·帕里西&&伊尔凡·可汗&&迈尔斯·艾略特&&汉娜·马克斯,动作&&科幻&&冒险,美国,136,7.4,240670
宝贝计划,陈木胜,成龙&&古天乐&&蔡志强&&许冠文&&蔡卓妍&&高圆圆&&陈宝国&&元彪&&余安安&&吴彦祖&&谢霆锋,剧情&&喜剧&&动作,中国香港,125,7.4,327616
饥饿游戏,盖瑞·罗斯,詹妮弗·劳伦斯&&乔什·哈切森&&利亚姆·海姆斯沃斯&&韦斯·本特利&&伊丽莎白·班克斯&&斯坦利·图齐&&伍迪·哈里森&&伊莎贝拉·弗尔曼&&阿曼德拉·斯坦伯格 &&薇洛·西尔德斯&&唐纳德·萨瑟兰&&亚历山大·路德韦格&&莱文·兰宾&&杰克·奎德,动作&&科幻&&冒险,美国,142,6.9,293231
食神,李力持,周星驰&&莫文蔚&&刘以达&&吴孟达&&薛家燕&&谷德昭&&李兆基&&江希文&&田启文&&欧锦棠&&罗家英&&钟丽缇&&林雪,喜剧&&动作,中国香港,88,8.0,303460
侏罗纪世界,科林·特雷沃罗,克里斯·帕拉特&&布莱丝·达拉斯·霍华德&&文森特·多诺费奥&&泰·辛普金斯&&尼克·罗宾森&&奥玛·希&&黄荣亮&&伊尔凡·可汗&&朱迪·格雷尔&&杰克·约翰逊&&劳伦·拉普库斯&&凯蒂·麦克格雷斯&&布莱恩·泰&&埃迪·J.费尔南德斯&&因德尔·库马尔&&安迪·巴克利&&吉米·法伦,动作&&科幻&&冒险,美国,124,7.7,329215
武状元苏乞儿,陈嘉上,周星驰&&张敏&&吴孟达&&徐少强&&林威&&陈百祥&&郑丹瑞&&苑琼丹&&陈慧仪,喜剧&&动作&&武侠&&古装,中国香港,96,7.8,247438
水形物语,吉尔莫·德尔·托罗,莎莉·霍金斯&&道格·琼斯&&迈克尔·珊农&&理查德·詹金斯&&奥克塔维亚·斯宾瑟&&迈克尔·斯图巴&&大卫·休莱特&&尼克·瑟西&&斯图尔特·阿诺特&&尼格尔·本内特&&劳伦·李·史密斯&&马丁·罗奇&&阿莱格拉·富尔顿&&约翰·卡普洛斯&&摩根·凯利&&马文·凯伊&&德鲁·维尔戈维尔,剧情&&爱情&&奇幻,美国,123,7.2,359365
谍影重重3,保罗·格林格拉斯,马特·达蒙&&朱丽娅·斯蒂尔斯&&大卫·斯特雷泽恩&&斯科特·格伦&&帕迪·康斯戴恩&&埃德加·拉米雷兹&&阿尔伯特·芬尼&&琼·艾伦&&Tom Gallop&&克里·约翰逊&&丹尼尔·布鲁尔&&乔伊·安沙&&科林·斯廷顿&&丹·弗雷登堡&&Lucy Liemann,动作&&悬疑&&惊悚,美国,115,8.8,304511
僵尸世界大战,马克·福斯特,布拉德·皮特&&米瑞·伊诺丝&&马修·福克斯&&埃里克·韦斯特&&大卫·摩斯&&詹姆斯·戴尔&&伊莱耶斯·加贝尔&&莫里兹·布雷多&&斯特林·杰里斯&&达妮埃拉·凯尔泰斯,动作&&科幻&&恐怖,美国,116,7.5,194327
狩猎,托马斯·温特伯格,麦斯·米科尔森&&托玛斯·博·拉森&&安妮卡·韦德科普&&拉丝·弗格斯托姆&&苏西·沃德&&安妮·路易丝·哈辛&&拉斯·兰特&&亚历山德拉·拉帕波特,剧情,丹麦,115,9.1,246250
猩球崛起,鲁伯特·瓦耶特,詹姆斯·弗兰科&&安迪·瑟金斯&&汤姆·费尔顿&&芙蕾达·平托&&布莱恩·考克斯&&泰勒·莱伯恩&&约翰·利思戈&&卡琳·考诺娃&&泰瑞·诺塔里&&理查德·赖丁斯&&克里斯托弗·戈登&&德文·达尔顿&&杰·卡普托&&大卫·奥伊罗&&杰米·哈里斯,剧情&&动作&&科幻,美国,105,8.1,349149
无间道2,刘伟强,陈冠希&&余文乐&&曾志伟&&黄秋生&&吴镇宇&&刘嘉玲&&胡军&&张耀扬&&杜汶泽&&连凯&&廖启智&&惠英红,剧情&&动作&&惊悚&&犯罪,中国香港,119,8.5,276772
海边的曼彻斯特,肯尼思·洛纳根,卡西·阿弗莱克&&卢卡斯·赫奇斯&&米歇尔·威廉姆斯&&C·J·威尔逊&&凯尔·钱德勒&&卡拉·海沃德&&格瑞辰·摩尔&&泰特·多诺万&&埃里卡·麦克德莫特&&希瑟·伯恩斯&&蜜西·雅格&&斯蒂芬·亨德森&&本·汉森&&玛丽·梅伦&&安东尼·埃斯特拉&&苏珊·波尔法&&罗伯特·塞拉&&卡罗琳·皮克曼&&约什·汉密尔顿&&肖恩·菲茨吉本&&肯尼思·洛纳根&&安娜·巴瑞辛尼科夫&&利亚姆·麦克尼尔&&马修·布罗德里克&&Kt·巴达萨罗&&威廉·博恩凯塞尔&&弗兰克·达戈斯蒂诺&&托马斯·马里亚诺,剧情&&家庭,美国,137,8.6,349126
狼少年,赵圣熙,宋仲基&&朴宝英&&柳演锡&&张荣男&&金香起,爱情&&奇幻,韩国,124,8.0,172092
E.T.,史蒂文·斯皮尔伯格,亨利·托马斯&&迪·沃伦斯&&罗伯特·麦克纳夫顿&&德鲁·巴里摩尔&&彼德·考约特,剧情&&科幻,美国,115,8.6,255586
血钻,爱德华·兹威克,莱昂纳多·迪卡普里奥&&杰曼·翰苏&&詹妮弗·康纳利&&阿诺德·沃斯洛&&大卫·哈雷伍德&&吉米·米斯特雷&&麦克·辛&&史蒂芬·柯林斯,剧情&&惊悚&&冒险,美国,143,8.7,249544
来电狂响,于淼,佟大为&&马丽&&霍思燕&&乔杉&&田雨&&代乐乐&&奚梦瑶&&艾伦&&张晨光&&杨玏&&李成敏&&许娣&&李萍&&张帆&&徐冬冬&&何泓姗&&姜来&&刘家祎&&杜江&&钟鹿纯&&丁龙儿&&丁歌&&韩昕妤&&耿杨&&李柄熹&&刘润男&&贝镜水&&李伟&&赵宇涵&&马嘉璐&&津玮&&Aleksandr&&毕大勋&&刘剑&&常诚&&Natalya&&李恬洁&&贝乐乐,剧情&&喜剧,中国大陆,103,5.8,238738
暮光之城2：新月,克里斯·韦兹,克里斯汀·斯图尔特&&罗伯特·帕丁森&&泰勒·洛特纳&&达科塔·范宁&&安娜·肯德里克&&杰米·坎贝尔·鲍尔&&阿什丽·格林尼&&麦克·辛&&杰克逊·拉斯波恩&&妮基·瑞德&&彼得·费辛利&&凯南·鲁兹&&伊莉莎白·里瑟,剧情&&爱情&&惊悚&&奇幻,美国,130,6.7,217337
碟中谍4,布拉德·伯德,汤姆·克鲁斯&&杰瑞米·雷纳&&西蒙·佩吉&&宝拉·巴顿&&蕾雅·赛杜&&迈克尔·恩奎斯特&&弗拉基米尔·马什科夫&&萨穆里·埃德尔曼&&伊万·舍甫多夫&&亚尼·卡普&&乔什·哈洛威&&帕维尔·克里兹&&米拉吉·格尔比克&&伊利亚·沃里克&&戈兰·纳沃耶克&&拉迪斯拉夫·伯兰&&Tomás Valík&&兰迪·霍尔&&维塔利·克拉夫琴科&&麦克·多普德&&马丁·哈伯&&Ivo Novák&&Marek Dobes&&克劳迪娅·瓦西科娃&&布莱恩·卡斯佩&&佩特拉·卢斯提戈瓦&&艾普尔·斯图瓦特&&安德雷斯·魏斯涅夫斯基&&迪米特里·柴波维特斯基&&道恩·楚拜&&凯斯·达拉斯&&Tammy Hui&&大卫·斯图尔特&&Sabrina Morris&&杰西卡·贝尔金&&斯蒂芬·罗波&&米歇尔·莫纳汉&&阿里·奥洛米&&文·瑞姆斯&&米哈利·绍鲍多什&&汤姆·威尔金森,动作&&惊悚&&冒险,美国,133,8.3,348914
逃学威龙,陈嘉上,周星驰&&张敏&&吴孟达&&张耀扬&&黄一山&&秦沛&&苑琼丹&&陈国新,喜剧&&动作&&爱情,中国香港,100,7.9,220977
小黄人大眼萌,凯尔·巴尔达,桑德拉·布洛克&&乔恩·哈姆&&迈克尔·基顿&&艾莉森·珍妮&&史蒂夫·库根&&珍妮弗·桑德斯&&杰弗里·拉什&&史蒂夫·卡瑞尔&&皮埃尔·柯芬&&凯蒂·米克松&&迈克尔·贝亚蒂&&真田广之&&大卫·罗森鲍姆&&亚历克斯·道丁&&保罗·索恩利,喜剧&&动画,美国,91,7.6,210371
谁先爱上他的,徐誉庭,邱泽&&谢盈萱&&陈如山&&黄圣球&&周洺甫&&梁正群&&杨丽音&&安哲&&高隽雅&&吴定谦&&禾语辰&&钟欣凌&&万芳&&高爱伦,剧情&&喜剧&&同性,中国台湾,100,8.6,261216
大内密探零零发,谷德昭,周星驰&&刘嘉玲&&李若彤&&罗家英&&张达明&&刘以达&&李力持&&江欣燕&&苑琼丹&&朱咪咪&&李健仁&&袁祥仁&&袁信义&&植敬雯&&潘恒生&&谷德昭&&文隽&&黄老邪&&黄一飞&&查尔斯·沈&&吴育枢&&王均康&&陈剑云&&欧锦棠&&叶伟信,喜剧&&动作&&爱情&&古装,中国香港,89,7.8,274527
第九区,尼尔·布洛姆坎普,沙尔托·科普雷&&詹森·库伯&&娜塔莉·博尔特&&茜尔雯·斯特赖克&&约翰·萨莫尔&&威廉·艾伦·扬&&尼克·布雷克&&杰德·布罗菲&&路易斯·米纳尔&&瓦妮莎·海伍德&&玛丽安·胡曼&&维多利奥·莱奥纳迪&&曼德拉·加杜卡&&约翰·范·肖尔&&斯特拉·斯廷坎普&&戴维·詹姆斯&&肯尼思·恩科西&&蒂姆·戈登&&莫尔内·埃拉斯姆斯&&尤金·孔巴尼瓦&&赫棱基维·马德拉拉&&西雅邦加·拉德贝&&梅尔特·西贝尔哈亨&&安德勒·奥登达尔&&尼克·伯莱尼&&罗伯特·霍布斯,剧情&&动作&&科幻&&惊悚,美国,112,8.2,333854
超凡蜘蛛侠2,马克·韦布,安德鲁·加菲尔德&&艾玛·斯通&&杰米·福克斯&&戴恩·德哈恩&&坎贝尔·斯科特&&艾伯丝·戴维兹&&科鲁姆·费奥瑞&&保罗·吉亚玛提&&莎莉·菲尔德&&克里斯·泽尔卡&&丹尼斯·利瑞&&弗兰克·迪尔&&马尔顿·索克斯&&斯坦·李&&麦克斯·查尔斯&&菲丽希缇·琼斯,动作&&科幻&&冒险,美国,142,7.5,215394
心迷宫,忻钰坤,霍卫民&&王笑天&&罗芸&&杨瑜珍&&孙黎&&邵胜杰&&曹西安&&贾致钢&&朱自清&&王梓尘&&赵梓彤&&贾世忠&&袁满&&陈梅生&&张景素&&平坦&&金子&&张建军,剧情&&悬疑&&犯罪,中国大陆,110,8.7,343272
忠犬八公物语,神山征二郎,山本圭&&井川比佐志&&片桐入&&仲代达矢&&春川真澄&&八千草薰&&石野真子&&殿山泰司&&加藤嘉&&石仓三郎&&泉谷茂&&柳叶敏郎,剧情,日本,107,9.2,129460
北京遇上西雅图之不二情书,薛晓路,汤唯&&吴秀波&&惠英红&&秦沛&&吴彦姝&&颜卓灵&&王志文&&陆毅&&祖峰&&王茜&&刘志宏&&张一白&&艾丽娅&&李灿森&&陈创&&韩张,喜剧&&爱情,中国大陆,131,6.4,216747
阿拉丁,盖·里奇,梅纳·玛索德&&娜奥米·斯科特&&威尔·史密斯&&马尔万·肯扎里&&纳维德·内加班&&纽曼·阿卡&&艾伦·图代克&&比利·马格努森&&纳西姆·帕杜雷德&&卡米尔·雷米泽斯基&&乔伊·安沙&&贾格·帕特尔&&贝恩·科拉科&&凯西·克莱尔&&威尔·布拉格罗夫&&希滕·珀泰尔&&阿米尔鲍特罗斯&&埃里克·可可&&弗兰·塔格&&阿玛尔·阿达蒂亚&&乔丹·A·纳什&&通恰伊·古奈什&&塞尔哈特·梅汀&&凯文·马塔迪恩&&保利娜·博内瓦&&塔希尔·布尔汉&&亚当·柯林斯,爱情&&歌舞&&奇幻&&冒险,美国,128,7.6,239696
蜘蛛侠2,山姆·雷米,托比·马奎尔&&克斯汀·邓斯特&&詹姆斯·弗兰科&&阿尔弗雷德·莫里纳&&罗斯玛丽·哈里斯&&J·K·西蒙斯&&唐纳·墨菲&&丹尼尔·吉里斯&&迪伦·贝克&&比尔·努恩&&范妮莎·费丽托&&阿西夫·曼德维&&威廉·达福&&克里夫·罗伯逊&&泰德·雷米&&布鲁斯·坎贝尔 ,动作&&科幻&&冒险,美国,127,7.6,201170
谍影重重2,保罗·格林格拉斯,马特·达蒙&&弗朗卡·波滕特&&布莱恩·考克斯&&朱丽娅·斯蒂尔斯&&卡尔·厄本&&琼·艾伦&&加布里埃尔·曼&&马尔顿·索克斯&&约翰·贝德福德·劳埃德&&伊桑·桑德勒&&米歇尔·莫纳汉&&卡瑞尔·罗登&&托马斯·阿拉纳&&奥莎娜·阿金什那&&汤姆·加洛普,动作&&悬疑&&惊悚,美国,108,8.6,257134
决战中途岛,罗兰·艾默里奇,艾德·斯克林&&帕特里克·威尔森&&伍迪·哈里森&&卢克·伊万斯&&丹尼斯·奎德&&曼迪·摩尔&&亚历山大·路德韦格&&艾伦·艾克哈特&&达伦·克里斯&&尼克·乔纳斯&&卢克·克莱恩坦克&&杰克·韦伯&&基恩·约翰逊&&浅野忠信&&大卫·休莱特&&马克·罗斯顿&&布雷南·布朗&&詹姆斯·卡佩内罗&&马修·麦考尔&&格雷格·霍瓦尼西安&&杰克·曼利&&杰弗里·布莱克&&瑞秋·佩雷尔·佛斯基特&&卡梅伦·布罗德&&杰克博·布莱尔&&克里斯蒂·布鲁克&&国村隼&&泰勒·艾略特·伯克&&丰川悦司&&艾梅伯·瓦尔斯&&莫妮卡·比卡罗娃&&托尼·克里斯托弗&&加雷特·佐藤&&罗伯特·克鲁克斯&&埃里克·戴维斯&&托马斯∙瓦利埃&&约翰·洛巴托&&迪索·拉莫斯&&肯尼·梁,剧情&&历史&&战争,中国大陆,138,7.7,166508
速度与激情：特别行动,大卫·雷奇,道恩·强森&&杰森·斯坦森&&伊德里斯·艾尔巴&&凡妮莎·柯比&&艾莎·冈萨雷斯&&海伦·米伦&&瑞恩·雷诺兹&&凯文·哈特&&埃迪·马森&&罗曼·雷恩斯&&斯蒂芬妮·沃格特&&维克托里娅·菲斯&&康兰·卡萨尔&&海伦娜·福尔摩斯&&伯纳多·桑托斯&&露丝·霍洛克斯&&大卫·穆梅尼&&马诺伊·阿南德&&阿玛尔·阿达蒂亚&&朱利安·费罗&&丹尼尔·厄根&&拉普洛斯·卡伦福佐斯&&阿克塞尔·努&&史蒂夫·莱温顿&&安东尼奥·曼奇诺&&斯特拉·斯托克尔&&克利夫·柯蒂斯,动作&&犯罪,美国,137,6.3,201154
赌神,王晶,周润发&&刘德华&&王祖贤&&张敏&&向华强&&龙方&&吴孟达&&成奎安,剧情&&喜剧,中国香港,126,8.3,154360
头文字D,刘伟强,周杰伦&&黄秋生&&铃木杏&&杜汶泽&&钟镇涛&&陈冠希&&余文乐&&陈小春&&津村和幸&&阿部力&&田中千绘&&刘畊宏,剧情&&动作,中国香港,107,7.5,257954
天下无贼,冯小刚,刘德华&&刘若英&&王宝强&&李冰冰&&葛优&&张涵予&&尤勇&&徐帆&&傅彪&&范伟&&冯远征&&林家栋,剧情&&动作&&犯罪,中国大陆,121,7.9,372992
一条狗的使命2,盖尔·曼库索,丹尼斯·奎德&&凯瑟琳·普雷斯科特&&刘宪华&&玛格·海根柏格&&贝蒂·吉尔平&&乔什·加德&&艾比·莱德·弗特森&&杰克·曼利&&达妮埃拉·巴博萨&&陈琦烨&&杰夫·罗普&&吉姆·科比,剧情&&喜剧&&家庭,中国大陆,108,7.0,90245
大护法,不思凡,小连杀&&图特哈蒙&&金士杰&&幽舞越山&&李佳怡&&李兰陵&&郭盛&&叶知秋&&佟心竹&&邢凯新&&藤新&&郝祥海,喜剧&&动画&&奇幻&&冒险,中国大陆,95,7.8,294986
